value	start	length
leguminous	l	10
lehi	l	4
lehr	l	4
lehrbachite	l	11
lehrman	l	7
lehua	l	5
lei	l	3
leibnitzian	l	11
leibnitzianism	l	14
leicester	l	9
leif	l	4
leigh	l	5
leighton	l	8
leila	l	5
leimtype	l	8
leiocephalous	l	13
leiocome	l	8
leiodermatous	l	13
leiodermia	l	10
leiomyofibroma	l	14
leiomyoma	l	9
leiomyomatous	l	13
leiomyosarcoma	l	14
leiophyllous	l	12
leiophyllum	l	11
leiothrix	l	9
leiotrichan	l	11
leiotriches	l	11
leiotrichi	l	10
leiotrichidae	l	13
leiotrichinae	l	13
leiotrichine	l	12
leiotrichous	l	12
leiotrichy	l	10
leiotropic	l	10
leipoa	l	6
leishmania	l	10
leishmaniasis	l	13
leisten	l	7
leister	l	7
leisterer	l	9
leisurable	l	10
leisurably	l	10
leisure	l	7
leisured	l	8
leisureful	l	10
leisureless	l	11
leisureliness	l	13
leisurely	l	9
leisureness	l	11
leith	l	5
leitmotiv	l	9
leitneria	l	9
leitneriaceae	l	13
leitneriaceous	l	14
leitneriales	l	12
lek	l	3
lekach	l	6
lekane	l	6
lekha	l	5
lelia	l	5
lemaireocereus	l	14
leman	l	5
lemanea	l	7
lemaneaceae	l	11
lemel	l	5
lemma	l	5
lemmata	l	7
lemming	l	7
lemmitis	l	8
lemmoblastic	l	12
lemmocyte	l	9
lemmus	l	6
lemna	l	5
lemnaceae	l	9
lemnaceous	l	10
lemnad	l	6
lemnian	l	7
lemniscate	l	10
lemniscatic	l	11
lemniscus	l	9
lemography	l	10
lemology	l	8
lemon	l	5
lemonade	l	8
lemonias	l	8
lemoniidae	l	10
lemoniinae	l	10
lemonish	l	8
lemonlike	l	9
lemonweed	l	9
lemonwood	l	9
lemony	l	6
lemosi	l	6
lemovices	l	9
lempira	l	7
lemuel	l	6
lemur	l	5
lemures	l	7
lemuria	l	7
lemurian	l	8
lemurian	l	8
lemurid	l	7
lemuridae	l	9
lemuriform	l	10
lemurinae	l	9
lemurine	l	8
lemuroid	l	8
lemuroidea	l	10
len	l	3
lena	l	4
lenad	l	5
lenaea	l	6
lenaean	l	7
lenaeum	l	7
lenaeus	l	7
lenape	l	6
lenard	l	6
lenca	l	5
lencan	l	6
lench	l	5
lend	l	4
lendable	l	8
lendee	l	6
lender	l	6
lendu	l	5
lene	l	4
length	l	6
lengthen	l	8
lengthener	l	10
lengther	l	8
lengthful	l	9
lengthily	l	9
lengthiness	l	11
lengthsman	l	10
lengthsome	l	10
lengthsomeness	l	14
lengthways	l	10
lengthwise	l	10
lengthy	l	7
lenience	l	8
leniency	l	8
lenient	l	7
leniently	l	9
lenify	l	6
leninism	l	8
leninist	l	8
leninite	l	8
lenis	l	5
lenitic	l	7
lenitive	l	8
lenitively	l	10
lenitiveness	l	12
lenitude	l	8
lenity	l	6
lennilite	l	9
lennoaceae	l	10
lennoaceous	l	11
lennow	l	6
lenny	l	5
leno	l	4
lenora	l	6
lens	l	4
lensed	l	6
lensless	l	8
lenslike	l	8
lent	l	4
lent	l	4
lenten	l	6
lententide	l	10
lenth	l	5
lenthways	l	9
lentibulariaceae	l	16
lentibulariaceous	l	17
lenticel	l	8
lenticellate	l	12
lenticle	l	8
lenticonus	l	10
lenticula	l	9
lenticular	l	10
lenticulare	l	11
lenticularis	l	12
lenticularly	l	12
lenticulate	l	11
lenticulated	l	12
lenticule	l	9
lenticulostriate	l	16
lenticulothalamic	l	17
lentiform	l	9
lentigerous	l	11
lentiginous	l	11
lentigo	l	7
lentil	l	6
lentilla	l	8
lentisc	l	7
lentiscine	l	10
lentisco	l	8
lentiscus	l	9
lentisk	l	7
lentitude	l	9
lentitudinous	l	13
lento	l	5
lentoid	l	7
lentor	l	6
lentous	l	7
lenvoi	l	6
lenvoy	l	6
lenzites	l	8
leo	l	3
leon	l	4
leonard	l	7
leonardesque	l	12
leonato	l	7
leoncito	l	8
leonese	l	7
leonhardite	l	11
leonid	l	6
leonine	l	7
leonine	l	7
leoninely	l	9
leonines	l	8
leonis	l	6
leonist	l	7
leonite	l	7
leonnoys	l	8
leonora	l	7
leonotis	l	8
leontiasis	l	10
leontocebus	l	11
leontocephalous	l	15
leontodon	l	9
leontopodium	l	12
leonurus	l	8
leopard	l	7
leoparde	l	8
leopardess	l	10
leopardine	l	10
leopardite	l	10
leopardwood	l	11
leopold	l	7
leopoldinia	l	11
leopoldite	l	10
leora	l	5
leotard	l	7
lepa	l	4
lepadidae	l	9
lepadoid	l	8
lepanto	l	7
lepargylic	l	10
lepargyraea	l	11
lepas	l	5
lepcha	l	6
leper	l	5
leperdom	l	8
lepered	l	7
lepidene	l	8
lepidine	l	8
lepidium	l	8
lepidoblastic	l	13
lepidodendraceae	l	16
lepidodendraceous	l	17
lepidodendrid	l	13
lepidodendroid	l	14
lepidodendron	l	13
lepidoid	l	8
lepidoidei	l	10
lepidolite	l	10
lepidomelane	l	12
lepidophloios	l	13
lepidophyllous	l	14
lepidophyllum	l	13
lepidophyte	l	11
lepidophytic	l	12
lepidoporphyrin	l	15
lepidopter	l	10
lepidoptera	l	11
lepidopteral	l	12
lepidopteran	l	12
lepidopterid	l	12
lepidopterist	l	13
lepidopterological	l	18
lepidopterologist	l	17
lepidopterology	l	15
lepidopteron	l	12
lepidopterous	l	13
lepidosauria	l	12
lepidosaurian	l	13
lepidosiren	l	11
lepidosirenidae	l	15
lepidosirenoid	l	14
lepidosis	l	9
lepidosperma	l	12
lepidospermae	l	13
lepidosphes	l	11
lepidostei	l	10
lepidosteoid	l	12
lepidosteus	l	11
lepidostrobus	l	13
lepidote	l	8
lepidotes	l	9
lepidotic	l	9
lepidotus	l	9
lepidurus	l	9
lepilemur	l	9
lepiota	l	7
lepisma	l	7
lepismatidae	l	12
lepismidae	l	10
lepismoid	l	9
lepisosteidae	l	13
lepisosteus	l	11
lepocyte	l	8
lepomis	l	7
leporid	l	7
leporidae	l	9
leporide	l	8
leporiform	l	10
leporine	l	8
leporis	l	7
lepospondyli	l	12
lepospondylous	l	14
leposternidae	l	13
leposternon	l	11
lepothrix	l	9
lepra	l	5
lepralia	l	8
lepralian	l	9
leprechaun	l	10
lepric	l	6
leproid	l	7
leprologic	l	10
leprologist	l	11
leprology	l	9
leproma	l	7
lepromatous	l	11
leprosarium	l	11
leprose	l	7
leprosery	l	9
leprosied	l	9
leprosis	l	8
leprosity	l	9
leprosy	l	7
leprous	l	7
leprously	l	9
leprousness	l	11
leptamnium	l	10
leptandra	l	9
leptandrin	l	10
leptid	l	6
leptidae	l	8
leptiform	l	9
leptilon	l	8
leptinolite	l	11
leptinotarsa	l	12
leptite	l	7
leptocardia	l	11
leptocardian	l	12
leptocardii	l	11
leptocentric	l	12
leptocephalan	l	13
leptocephali	l	12
leptocephalia	l	13
leptocephalic	l	13
leptocephalid	l	13
leptocephalidae	l	15
leptocephaloid	l	14
leptocephalous	l	14
leptocephalus	l	13
leptocephalus	l	13
leptocephaly	l	12
leptocercal	l	11
leptochlorite	l	13
leptochroa	l	10
leptochrous	l	11
leptoclase	l	10
leptodactyl	l	11
leptodactylidae	l	15
leptodactylous	l	14
leptodactylus	l	13
leptodermatous	l	14
leptodermous	l	12
leptodora	l	9
leptodoridae	l	12
leptogenesis	l	12
leptokurtic	l	11
leptolepidae	l	12
leptolepis	l	10
leptolinae	l	10
leptomatic	l	10
leptome	l	7
leptomedusae	l	12
leptomedusan	l	12
leptomeningeal	l	14
leptomeninges	l	13
leptomeningitis	l	15
leptomeninx	l	11
leptometer	l	10
leptomonad	l	10
leptomonas	l	10
lepton	l	6
lepton	l	6
leptonecrosis	l	13
leptonema	l	9
leptopellic	l	11
leptophis	l	9
leptophyllous	l	13
leptoprosope	l	12
leptoprosopic	l	13
leptoprosopous	l	14
leptoprosopy	l	12
leptoptilus	l	11
leptorchis	l	10
leptorrhin	l	10
leptorrhine	l	11
leptorrhinian	l	13
leptorrhinism	l	13
leptosome	l	9
leptosperm	l	10
leptospermum	l	12
leptosphaeria	l	13
leptospira	l	10
leptospirosis	l	13
leptosporangiate	l	16
leptostraca	l	11
leptostracan	l	12
leptostracous	l	13
leptostromataceae	l	17
leptosyne	l	9
leptotene	l	9
leptothrix	l	10
leptotrichia	l	12
leptotyphlopidae	l	16
leptotyphlops	l	13
leptus	l	6
leptynite	l	9
lepus	l	5
ler	l	3
lernaea	l	7
lernaeacea	l	10
lernaean	l	8
lernaeidae	l	10
lernaeiform	l	11
lernaeoid	l	9
lernaeoides	l	11
lerot	l	5
lerp	l	4
lerret	l	6
lerwa	l	5
les	l	3
lesath	l	6
lesbia	l	6
lesbian	l	7
lesbianism	l	10
lesche	l	6
lesgh	l	5
lesion	l	6
lesional	l	8
lesiy	l	5
leskea	l	6
leskeaceae	l	10
leskeaceous	l	11
lesleya	l	7
leslie	l	6
lespedeza	l	9
lesquerella	l	11
less	l	4
lessee	l	6
lesseeship	l	10
lessen	l	6
lessener	l	8
lesser	l	6
lessive	l	7
lessn	l	5
lessness	l	8
lesson	l	6
lessor	l	6
lest	l	4
lester	l	6
lestiwarite	l	11
lestobiosis	l	11
lestobiotic	l	11
lestodon	l	8
lestosaurus	l	11
lestrad	l	7
lestrigon	l	9
lestrigonian	l	12
let	l	3
letch	l	5
letchy	l	6
letdown	l	7
lete	l	4
lethal	l	6
lethality	l	9
lethalize	l	9
lethally	l	8
lethargic	l	9
lethargical	l	11
lethargically	l	13
lethargicalness	l	15
lethargize	l	10
lethargus	l	9
lethargy	l	8
lethe	l	5
lethean	l	7
lethiferous	l	11
lethocerus	l	10
lethologica	l	11
letitia	l	7
leto	l	4
letoff	l	6
lett	l	4
lettable	l	8
letten	l	6
letter	l	6
lettered	l	8
letterer	l	8
letteret	l	8
lettergram	l	10
letterhead	l	10
letterin	l	8
lettering	l	9
letterleaf	l	10
letterless	l	10
letterpress	l	11
letterspace	l	11
letterweight	l	12
letterwood	l	10
lettic	l	6
lettice	l	7
lettish	l	7
lettrin	l	7
lettsomite	l	10
lettuce	l	7
letty	l	5
letup	l	5
leu	l	3
leucadendron	l	12
leucadian	l	9
leucaemia	l	9
leucaemic	l	9
leucaena	l	8
leucaethiop	l	11
leucaethiopic	l	13
leucaniline	l	11
leucanthous	l	11
leucaugite	l	10
leucaurin	l	9
leucemia	l	8
leucemic	l	8
leucetta	l	8
leuch	l	5
leuchaemia	l	10
leuchemia	l	9
leuchtenbergite	l	15
leucichthys	l	11
leucifer	l	8
leuciferidae	l	12
leucine	l	7
leucippus	l	9
leucism	l	7
leucite	l	7
leucitic	l	8
leucitis	l	8
leucitite	l	9
leucitohedron	l	13
leucitoid	l	9
leuckartia	l	10
leuckartiidae	l	13
leuco	l	5
leucobasalt	l	11
leucoblast	l	10
leucoblastic	l	12
leucobryaceae	l	13
leucobryum	l	10
leucocarpous	l	12
leucochalcite	l	13
leucocholic	l	11
leucocholy	l	10
leucochroic	l	11
leucocidic	l	10
leucocidin	l	10
leucocism	l	9
leucocrate	l	10
leucocratic	l	11
leucocrinum	l	11
leucocyan	l	9
leucocytal	l	10
leucocyte	l	9
leucocythemia	l	13
leucocythemic	l	13
leucocytic	l	10
leucocytoblast	l	14
leucocytogenesis	l	16
leucocytoid	l	11
leucocytology	l	13
leucocytolysin	l	14
leucocytolysis	l	14
leucocytolytic	l	14
leucocytometer	l	14
leucocytopenia	l	14
leucocytopenic	l	14
leucocytoplania	l	15
leucocytopoiesis	l	16
leucocytosis	l	12
leucocytotherapy	l	16
leucocytotic	l	12
leucocytozoon	l	13
leucoderma	l	10
leucodermatous	l	14
leucodermic	l	11
leucoencephalitis	l	17
leucogenic	l	10
leucoid	l	7
leucoindigo	l	11
leucoindigotin	l	14
leucojaceae	l	11
leucojum	l	8
leucolytic	l	10
leucoma	l	7
leucomaine	l	10
leucomatous	l	11
leucomelanic	l	12
leucomelanous	l	13
leucon	l	6
leuconostoc	l	11
leucopenia	l	10
leucopenic	l	10
leucophane	l	10
leucophanite	l	12
leucophoenicite	l	15
leucophore	l	10
leucophyllous	l	13
leucophyre	l	10
leucoplakia	l	11
leucoplakial	l	12
leucoplast	l	10
leucoplastid	l	12
leucopoiesis	l	12
leucopoietic	l	12
leucopyrite	l	11
leucoquinizarin	l	15
leucorrhea	l	10
leucorrheal	l	11
leucoryx	l	8
leucosis	l	8
leucosolenia	l	12
leucosoleniidae	l	15
leucospermous	l	13
leucosphenite	l	13
leucosphere	l	11
leucospheric	l	12
leucostasis	l	11
leucosticte	l	11
leucosyenite	l	12
leucotactic	l	11
leucothea	l	9
leucothoe	l	9
leucotic	l	8
leucotome	l	9
leucotomy	l	9
leucotoxic	l	10
leucous	l	7
leucoxene	l	9
leucyl	l	6
leud	l	4
leuk	l	4
leukemia	l	8
leukemic	l	8
leukocidic	l	10
leukocidin	l	10
leukosis	l	8
leukotic	l	8
leuma	l	5
leung	l	5
lev	l	3
levana	l	6
levance	l	7
levant	l	6
levant	l	6
levanter	l	8
levanter	l	8
levantine	l	9
levator	l	7
levee	l	5
level	l	5
leveler	l	7
levelheaded	l	11
levelheadedly	l	13
levelheadedness	l	15
leveling	l	8
levelish	l	8
levelism	l	8
levelly	l	7
levelman	l	8
levelness	l	9
lever	l	5
leverage	l	8
leverer	l	7
leveret	l	7
leverman	l	8
levers	l	6
leverwood	l	9
levi	l	4
leviable	l	8
leviathan	l	9
levier	l	6
levigable	l	9
levigate	l	8
levigation	l	10
levigator	l	9
levin	l	5
levining	l	8
levir	l	5
levirate	l	8
leviratical	l	11
leviration	l	10
levis	l	5
levisticum	l	10
levitant	l	8
levitate	l	8
levitation	l	10
levitational	l	12
levitative	l	10
levitator	l	9
levite	l	6
levitical	l	9
leviticalism	l	12
leviticality	l	12
levitically	l	11
leviticalness	l	13
leviticism	l	10
leviticus	l	9
levitism	l	8
levity	l	6
levo	l	4
levoduction	l	11
levogyrate	l	10
levogyre	l	8
levogyrous	l	10
levolactic	l	10
levolimonene	l	12
levorotation	l	12
levorotatory	l	12
levotartaric	l	12
levoversion	l	11
levulic	l	7
levulin	l	7
levulinic	l	9
levulose	l	8
levulosuria	l	11
levy	l	4
levyist	l	7
levynite	l	8
lew	l	3
lew	l	3
lewanna	l	7
lewd	l	4
lewdly	l	6
lewdness	l	8
lewie	l	5
lewis	l	5
lewis	l	5
lewisia	l	7
lewisian	l	8
lewisite	l	8
lewisson	l	8
lewth	l	5
lex	l	3
lexia	l	5
lexical	l	7
lexicalic	l	9
lexicality	l	10
lexicographer	l	13
lexicographian	l	14
lexicographic	l	13
lexicographical	l	15
lexicographically	l	17
lexicographist	l	14
lexicography	l	12
lexicologic	l	11
lexicological	l	13
lexicologist	l	12
lexicology	l	10
lexicon	l	7
lexiconist	l	10
lexiconize	l	10
lexigraphic	l	11
lexigraphical	l	13
lexigraphically	l	15
lexigraphy	l	10
lexiphanic	l	10
lexiphanicism	l	13
ley	l	3
leyland	l	7
leysing	l	7
lezghian	l	8
lherzite	l	8
lherzolite	l	10
lhota	l	5
li	l	2
liability	l	9
liable	l	6
liableness	l	10
liaison	l	7
liana	l	5
liang	l	5
liar	l	4
liard	l	5
lias	l	4
liassic	l	7
liatris	l	7
libament	l	8
libaniferous	l	12
libanophorous	l	13
libanotophorous	l	15
libant	l	6
libate	l	6
libation	l	8
libationary	l	11
libationer	l	10
libatory	l	8
libber	l	6
libbet	l	6
libbra	l	6
libby	l	5
libel	l	5
libelant	l	8
libelee	l	7
libeler	l	7
libelist	l	8
libellary	l	9
libellate	l	9
libellula	l	9
libellulid	l	10
libellulidae	l	12
libelluloid	l	11
libelous	l	8
libelously	l	10
liber	l	5
liber	l	5
liberal	l	7
liberalia	l	9
liberalism	l	10
liberalist	l	10
liberalistic	l	12
liberality	l	10
liberalization	l	14
liberalize	l	10
liberalizer	l	11
liberally	l	9
liberalness	l	11
liberate	l	8
liberation	l	10
liberationism	l	13
liberationist	l	13
liberative	l	10
liberator	l	9
liberatory	l	10
liberatress	l	11
liberia	l	7
liberian	l	8
liberomotor	l	11
libertarian	l	11
libertarianism	l	14
libertas	l	8
liberticidal	l	12
liberticide	l	11
libertinage	l	11
libertine	l	9
libertinism	l	11
liberty	l	7
libertyless	l	11
libethenite	l	11
libidibi	l	8
libidinal	l	9
libidinally	l	11
libidinosity	l	12
libidinous	l	10
libidinously	l	12
libidinousness	l	14
libido	l	6
libitina	l	8
libken	l	6
libocedrus	l	10
libra	l	5
libra	l	5
libral	l	6
librarian	l	9
librarianess	l	12
librarianship	l	13
librarious	l	10
librarius	l	9
library	l	7
libraryless	l	11
librate	l	7
libration	l	9
libratory	l	9
libretti	l	8
librettist	l	10
libretto	l	8
librid	l	6
libriform	l	9
libroplast	l	10
libyan	l	6
libytheidae	l	11
libytheinae	l	11
licania	l	7
licareol	l	8
licca	l	5
licensable	l	10
license	l	7
licensed	l	8
licensee	l	8
licenseless	l	11
licenser	l	8
licensor	l	8
licensure	l	9
licentiate	l	10
licentiateship	l	14
licentiation	l	12
licentious	l	10
licentiously	l	12
licentiousness	l	14
lich	l	4
licham	l	6
lichanos	l	8
lichen	l	6
lichenaceous	l	12
lichened	l	8
lichenes	l	8
licheniasis	l	11
lichenic	l	8
lichenicolous	l	13
licheniform	l	11
lichenin	l	8
lichenism	l	9
lichenist	l	9
lichenivorous	l	13
lichenization	l	13
lichenize	l	9
lichenlike	l	10
lichenographer	l	14
lichenographic	l	14
lichenographical	l	16
lichenographist	l	15
lichenography	l	13
lichenoid	l	9
lichenologic	l	12
lichenological	l	14
lichenologist	l	13
lichenology	l	11
lichenopora	l	11
lichenoporidae	l	14
lichenose	l	9
licheny	l	7
lichi	l	5
lichnophora	l	11
lichnophoridae	l	14
licinian	l	8
licit	l	5
licitation	l	10
licitly	l	7
licitness	l	9
lick	l	4
licker	l	6
lickerish	l	9
lickerishly	l	11
lickerishness	l	13
licking	l	7
lickpenny	l	9
lickspit	l	8
lickspittle	l	11
lickspittling	l	13
licorice	l	8
licorn	l	6
licorne	l	7
lictor	l	6
lictorian	l	9
licuala	l	7
lid	l	3
lida	l	4
lidded	l	6
lidder	l	6
lide	l	4
lidflower	l	9
lidgate	l	7
lidless	l	7
lie	l	3
liebenerite	l	11
liebfraumilch	l	13
liebigite	l	9
lied	l	4
lief	l	4
liege	l	5
liegedom	l	8
liegeful	l	8
liegefully	l	10
liegeless	l	9
liegely	l	7
liegeman	l	8
lieger	l	6
lien	l	4
lienal	l	6
lienculus	l	9
lienee	l	6
lienic	l	6
lienitis	l	8
lienocele	l	9
lienogastric	l	12
lienointestinal	l	15
lienomalacia	l	12
lienomedullary	l	14
lienomyelogenous	l	16
lienopancreatic	l	15
lienor	l	6
lienorenal	l	10
lienotoxin	l	10
lienteria	l	9
lienteric	l	9
lientery	l	8
lieproof	l	8
lieprooflier	l	12
lieproofliest	l	13
lier	l	4
lierne	l	6
lierre	l	6
liesh	l	5
liespfund	l	9
lieu	l	4
lieue	l	5
lieutenancy	l	11
lieutenant	l	10
lieutenantry	l	12
lieutenantship	l	14
lievaart	l	8
lieve	l	5
lievrite	l	8
lif	l	3
life	l	4
lifeblood	l	9
lifeboat	l	8
lifeboatman	l	11
lifeday	l	7
lifedrop	l	8
lifeful	l	7
lifefully	l	9
lifefulness	l	11
lifeguard	l	9
lifehold	l	8
lifeholder	l	10
lifeless	l	8
lifelessly	l	10
lifelessness	l	12
lifelet	l	7
lifelike	l	8
lifelikeness	l	12
lifeline	l	8
lifelong	l	8
lifer	l	5
liferent	l	8
liferenter	l	10
liferentrix	l	11
liferoot	l	8
lifesaver	l	9
lifesaving	l	10
lifesome	l	8
lifesomely	l	10
lifesomeness	l	12
lifespring	l	10
lifetime	l	8
lifeward	l	8
lifework	l	8
lifey	l	5
lifo	l	4
lift	l	4
liftable	l	8
lifter	l	6
lifting	l	7
liftless	l	8
liftman	l	7
ligable	l	7
ligament	l	8
ligamental	l	10
ligamentary	l	11
ligamentous	l	11
ligamentously	l	13
ligamentum	l	10
ligas	l	5
ligate	l	6
ligation	l	8
ligator	l	7
ligature	l	8
ligeance	l	8
ligger	l	6
light	l	5
lightable	l	9
lightboat	l	9
lightbrained	l	12
lighten	l	7
lightener	l	9
lightening	l	10
lighter	l	7
lighterage	l	10
lighterful	l	10
lighterman	l	10
lightface	l	9
lightful	l	8
lightfulness	l	12
lighthead	l	9
lightheaded	l	11
lightheadedly	l	13
lightheadedness	l	15
lighthearted	l	12
lightheartedly	l	14
lightheartedness	l	16
lighthouse	l	10
lighthouseman	l	13
lighting	l	8
lightish	l	8
lightkeeper	l	11
lightless	l	9
lightlessness	l	13
lightly	l	7
lightman	l	8
lightmanship	l	12
lightmouthed	l	12
lightness	l	9
lightning	l	9
lightninglike	l	13
lightningproof	l	14
lightproof	l	10
lightroom	l	9
lightscot	l	9
lightship	l	9
lightsman	l	9
lightsome	l	9
lightsomely	l	11
lightsomeness	l	13
lighttight	l	10
lightwards	l	10
lightweight	l	11
lightwood	l	9
lightwort	l	9
lignaloes	l	9
lignatile	l	9
ligne	l	5
ligneous	l	8
lignescent	l	10
lignicole	l	9
lignicoline	l	11
lignicolous	l	11
ligniferous	l	11
lignification	l	13
ligniform	l	9
lignify	l	7
lignin	l	6
ligninsulphonate	l	16
ligniperdous	l	12
lignite	l	7
lignitic	l	8
lignitiferous	l	13
lignitize	l	9
lignivorous	l	11
lignocellulose	l	14
lignoceric	l	10
lignography	l	11
lignone	l	7
lignose	l	7
lignosity	l	9
lignosulphite	l	13
lignosulphonate	l	15
lignum	l	6
ligroine	l	8
ligula	l	6
ligular	l	7
ligularia	l	9
ligulate	l	8
ligulated	l	9
ligule	l	6
liguliflorae	l	12
liguliflorous	l	13
liguliform	l	10
ligulin	l	7
liguloid	l	8
liguorian	l	9
ligure	l	6
ligurian	l	8
ligurite	l	8
ligurition	l	10
ligusticum	l	10
ligustrin	l	9
ligustrum	l	9
ligyda	l	6
ligydidae	l	9
lihyanite	l	9
liin	l	4
lija	l	4
likability	l	10
likable	l	7
likableness	l	11
like	l	4
likelihead	l	10
likelihood	l	10
likeliness	l	10
likely	l	6
liken	l	5
likeness	l	8
liker	l	5
likesome	l	8
likeways	l	8
likewise	l	8
likin	l	5
liking	l	6
liknon	l	6
lila	l	4
lilac	l	5
lilaceous	l	9
lilacin	l	7
lilacky	l	7
lilacthroat	l	11
lilactide	l	9
lilaeopsis	l	10
lile	l	4
liliaceae	l	9
liliaceous	l	10
liliales	l	8
lilian	l	6
lilied	l	6
liliform	l	8
liliiflorae	l	11
lilith	l	6
lilium	l	6
lill	l	4
lillianite	l	10
lillibullero	l	12
lilliput	l	8
lilliputian	l	11
lilliputianize	l	14
lilt	l	4
liltingly	l	9
liltingness	l	11
lily	l	4
lilyfy	l	6
lilyhanded	l	10
lilylike	l	8
lilywood	l	8
lilywort	l	8
lim	l	3
lima	l	4
limacea	l	7
limacel	l	7
limaceous	l	9
limacidae	l	9
limaciform	l	10
limacina	l	8
limacine	l	8
limacinid	l	9
limacinidae	l	11
limacoid	l	8
limacon	l	7
limaille	l	8
liman	l	5
limation	l	8
limawood	l	8
limax	l	5
limb	l	4
limbal	l	6
limbat	l	6
limbate	l	7
limbation	l	9
limbeck	l	7
limbed	l	6
limber	l	6
limberham	l	9
limberly	l	8
limberness	l	10
limbers	l	7
limbic	l	6
limbie	l	6
limbiferous	l	11
limbless	l	8
limbmeal	l	8
limbo	l	5
limboinfantum	l	13
limbous	l	7
limbu	l	5
limburger	l	9
limburgite	l	10
limbus	l	6
limby	l	5
lime	l	4
limeade	l	7
limean	l	6
limeberry	l	9
limebush	l	8
limehouse	l	9
limekiln	l	8
limeless	l	8
limelight	l	9
limelighter	l	11
limelike	l	8
limeman	l	7
limen	l	5
limequat	l	8
limer	l	5
limerick	l	8
limes	l	5
limestone	l	9
limetta	l	7
limettin	l	8
limewash	l	8
limewater	l	9
limewort	l	8
limey	l	5
limicolae	l	9
limicoline	l	10
limicolous	l	10
limidae	l	7
liminal	l	7
liminary	l	8
liminess	l	8
liming	l	6
limit	l	5
limitable	l	9
limitableness	l	13
limital	l	7
limitarian	l	10
limitary	l	8
limitate	l	8
limitation	l	10
limitative	l	10
limitatively	l	12
limited	l	7
limitedly	l	9
limitedness	l	11
limiter	l	7
limiting	l	8
limitive	l	8
limitless	l	9
limitlessly	l	11
limitlessness	l	13
limitrophe	l	10
limivorous	l	10
limma	l	5
limmer	l	6
limmock	l	7
limmu	l	5
limn	l	4
limnanth	l	8
limnanthaceae	l	13
limnanthaceous	l	14
limnanthemum	l	12
limnanthes	l	10
limner	l	6
limnery	l	7
limnetic	l	8
limnetis	l	8
limniad	l	7
limnimeter	l	10
limnimetric	l	11
limnite	l	7
limnobiologic	l	13
limnobiological	l	15
limnobiologically	l	17
limnobiology	l	12
limnobios	l	9
limnobium	l	9
limnocnida	l	10
limnograph	l	10
limnologic	l	10
limnological	l	12
limnologically	l	14
limnologist	l	11
limnology	l	9
limnometer	l	10
limnophile	l	10
limnophilid	l	11
limnophilidae	l	13
limnophilous	l	12
limnoplankton	l	13
limnorchis	l	10
limnoria	l	8
limnoriidae	l	11
limnorioid	l	10
limodorum	l	9
limoid	l	6
limonene	l	8
limoniad	l	8
limonin	l	7
limonite	l	8
limonitic	l	9
limonitization	l	14
limonium	l	8
limosa	l	6
limose	l	6
limosella	l	9
limosi	l	6
limous	l	6
limousine	l	9
limp	l	4
limper	l	6
limpet	l	6
limphault	l	9
limpid	l	6
limpidity	l	9
limpidly	l	8
limpidness	l	10
limpily	l	7
limpin	l	6
limpiness	l	9
limping	l	7
limpingly	l	9
limpingness	l	11
limpish	l	7
limpkin	l	7
limply	l	6
limpness	l	8
limpsy	l	6
limpwort	l	8
limpy	l	5
limsy	l	5
limu	l	4
limulid	l	7
limulidae	l	9
limuloid	l	8
limuloidea	l	10
limulus	l	7
limurite	l	8
limy	l	4
lin	l	3
lin	l	3
lina	l	4
lina	l	4
linable	l	7
linaceae	l	8
linaceous	l	9
linaga	l	6
linage	l	6
linaloa	l	7
linalol	l	7
linalool	l	8
linamarin	l	9
linanthus	l	9
linaria	l	7
linarite	l	8
linch	l	5
linchbolt	l	9
linchet	l	7
linchpin	l	8
linchpinned	l	11
lincloth	l	8
lincoln	l	7
lincolnian	l	10
lincolniana	l	11
lincolnlike	l	11
linctus	l	7
linda	l	5
lindackerite	l	12
lindane	l	7
linden	l	6
linder	l	6
linder	l	6
lindera	l	7
lindleyan	l	9
lindo	l	5
lindoite	l	8
lindsay	l	7
lindsey	l	7
line	l	4
linea	l	5
lineage	l	7
lineaged	l	8
lineal	l	6
lineality	l	9
lineally	l	8
lineament	l	9
lineamental	l	11
lineamentation	l	14
lineameter	l	10
linear	l	6
linearifolius	l	13
linearity	l	9
linearization	l	13
linearize	l	9
linearly	l	8
lineate	l	7
lineated	l	8
lineation	l	9
lineature	l	9
linecut	l	7
lined	l	5
lineiform	l	9
lineless	l	8
linelet	l	7
lineman	l	7
linen	l	5
linene	l	6
linenette	l	9
linenize	l	8
linenizer	l	9
linenman	l	8
lineocircular	l	13
lineograph	l	10
lineolate	l	9
lineolated	l	10
liner	l	5
linesman	l	8
linet	l	5
linewalker	l	10
linework	l	8
ling	l	4
linga	l	5
lingayat	l	8
lingberry	l	9
lingbird	l	8
linge	l	5
lingel	l	6
lingenberry	l	11
linger	l	6
lingerer	l	8
lingerie	l	8
lingo	l	5
lingonberry	l	11
lingoum	l	7
lingtow	l	7
lingtowman	l	10
lingua	l	6
linguacious	l	11
linguaciousness	l	15
linguadental	l	12
linguaeform	l	11
lingual	l	7
linguale	l	8
linguality	l	10
lingualize	l	10
lingually	l	9
linguanasal	l	11
linguata	l	8
linguatula	l	10
linguatulida	l	12
linguatulina	l	12
linguatuline	l	12
linguatuloid	l	12
linguet	l	7
